source,target,M00,M01,M02,M10,M11,M12,image_path
Dataset/synthetic_eye_dataset_train/img_11_original.png,Dataset/synthetic_eye_dataset_train/img_11_transformed_0.png,1.0,0.0,-0.14824602645427448,0.0,1.0,-0.16246035595408959,Dataset/Dataset-processed/15-12-2559/2976988-15/b/2976988_20161215_b2.jpg
Dataset/synthetic_eye_dataset_train/img_12_original.png,Dataset/synthetic_eye_dataset_train/img_12_transformed_0.png,1.0,0.0,0.10554390018160548,0.0,1.0,0.11278790091894103,Dataset/Dataset-processed/15-12-2559/2976988-15/c/2976988_20161215_c1.jpg
Dataset/synthetic_eye_dataset_train/img_13_original.png,Dataset/synthetic_eye_dataset_train/img_13_transformed_0.png,1.0,0.0,-0.18929501697715648,0.0,1.0,0.1880173745652105,Dataset/Dataset-processed/15-12-2559/2976988-15/c/2976988_20161215_c3.jpg
Dataset/synthetic_eye_dataset_train/img_14_original.png,Dataset/synthetic_eye_dataset_train/img_14_transformed_0.png,1.0,0.0,-0.08552451752471919,0.0,1.0,-0.06444052330137859,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b2_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_15_original.png,Dataset/synthetic_eye_dataset_train/img_15_transformed_0.png,1.0,0.0,0.09020454275590656,0.0,1.0,-0.058272535749100046,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_16_original.png,Dataset/synthetic_eye_dataset_train/img_16_transformed_0.png,1.0,0.0,-0.062497716511329626,0.0,1.0,0.06576155972443787,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b2-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_17_original.png,Dataset/synthetic_eye_dataset_train/img_17_transformed_0.png,1.0,0.0,-0.03925109844429611,0.0,1.0,0.07209769046478576,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b3_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_18_original.png,Dataset/synthetic_eye_dataset_train/img_18_transformed_0.png,1.0,0.0,-0.03782664536160535,0.0,1.0,-0.13563659225816363,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_19_original.png,Dataset/synthetic_eye_dataset_train/img_19_transformed_0.png,1.0,0.0,0.15404664229687665,0.0,1.0,-0.010692397114096919,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b3_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_20_original.png,Dataset/synthetic_eye_dataset_train/img_20_transformed_0.png,1.0,0.0,-0.011452977748161036,0.0,1.0,0.04586850496666481,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_21_original.png,Dataset/synthetic_eye_dataset_train/img_21_transformed_0.png,1.0,0.0,0.11959242454811997,0.0,1.0,-0.08837868492472345,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_22_original.png,Dataset/synthetic_eye_dataset_train/img_22_transformed_0.png,1.0,0.0,-0.18916105275445486,0.0,1.0,0.036235800209553304,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_23_original.png,Dataset/synthetic_eye_dataset_train/img_23_transformed_0.png,1.0,0.0,-0.07264662587284107,0.0,1.0,0.04634699901831177,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b2_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_24_original.png,Dataset/synthetic_eye_dataset_train/img_24_transformed_0.png,1.0,0.0,0.057621388730261625,0.0,1.0,0.014627200911067867,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_25_original.png,Dataset/synthetic_eye_dataset_train/img_25_transformed_0.png,1.0,0.0,-0.0006033251347178636,0.0,1.0,0.10873799465571116,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c2-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_26_original.png,Dataset/synthetic_eye_dataset_train/img_26_transformed_0.png,1.0,0.0,0.044211324441640304,0.0,1.0,0.1279625071402567,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c3-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_27_original.png,Dataset/synthetic_eye_dataset_train/img_27_transformed_0.png,1.0,0.0,0.1360030154388357,0.0,1.0,0.03143776081999344,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c2_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_28_original.png,Dataset/synthetic_eye_dataset_train/img_28_transformed_0.png,1.0,0.0,-0.07374234868709095,0.0,1.0,-0.06903679085836797,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c3_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_29_original.png,Dataset/synthetic_eye_dataset_train/img_29_transformed_0.png,1.0,0.0,0.1063615204525194,0.0,1.0,-0.09734348899594347,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_30_original.png,Dataset/synthetic_eye_dataset_train/img_30_transformed_0.png,1.0,0.0,0.19009814003802633,0.0,1.0,0.12552053064663,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c3-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_31_original.png,Dataset/synthetic_eye_dataset_train/img_31_transformed_0.png,1.0,0.0,-0.10636964291129557,0.0,1.0,0.10048734267857762,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c1-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_32_original.png,Dataset/synthetic_eye_dataset_train/img_32_transformed_0.png,1.0,0.0,-0.11967049129266286,0.0,1.0,0.11420678130004253,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c3_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_33_original.png,Dataset/synthetic_eye_dataset_train/img_33_transformed_0.png,1.0,0.0,-0.050224275023841886,0.0,1.0,0.12636691411395373,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c1-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_34_original.png,Dataset/synthetic_eye_dataset_train/img_34_transformed_0.png,1.0,0.0,-0.01883365823331626,0.0,1.0,-0.12250657204099374,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c2_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_35_original.png,Dataset/synthetic_eye_dataset_train/img_35_transformed_0.png,1.0,0.0,-0.030523050963454784,0.0,1.0,-0.10803377983214331,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c2-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_36_original.png,Dataset/synthetic_eye_dataset_train/img_36_transformed_0.png,1.0,0.0,-0.123677235993851,0.0,1.0,0.02053741678137938,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c2_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_37_original.png,Dataset/synthetic_eye_dataset_train/img_37_transformed_0.png,1.0,0.0,0.09965488099366793,0.0,1.0,-0.016321568185319046,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_38_original.png,Dataset/synthetic_eye_dataset_train/img_38_transformed_0.png,1.0,0.0,0.0013454652075603202,0.0,1.0,-0.11388251130296073,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c3_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_39_original.png,Dataset/synthetic_eye_dataset_train/img_39_transformed_0.png,1.0,0.0,-0.14313584305362226,0.0,1.0,0.11616566859737082,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c2_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_40_original.png,Dataset/synthetic_eye_dataset_train/img_40_transformed_0.png,1.0,0.0,0.15042628942295733,0.0,1.0,0.12825340143687192,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c2-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_41_original.png,Dataset/synthetic_eye_dataset_train/img_41_transformed_0.png,1.0,0.0,0.16373214482280513,0.0,1.0,-0.03875652243087896,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c3_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_42_original.png,Dataset/synthetic_eye_dataset_train/img_42_transformed_0.png,1.0,0.0,-0.08963554066586461,0.0,1.0,-0.05703906164149783,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_43_original.png,Dataset/synthetic_eye_dataset_train/img_43_transformed_0.png,1.0,0.0,0.1077252405874562,0.0,1.0,0.05548999235535057,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_44_original.png,Dataset/synthetic_eye_dataset_train/img_44_transformed_0.png,1.0,0.0,0.0014421602687780255,0.0,1.0,0.06170326078677035,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_45_original.png,Dataset/synthetic_eye_dataset_train/img_45_transformed_0.png,1.0,0.0,-0.117822392156685,0.0,1.0,0.14222747266374886,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_46_original.png,Dataset/synthetic_eye_dataset_train/img_46_transformed_0.png,1.0,0.0,-0.05771436411016345,0.0,1.0,0.013935830008115963,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_47_original.png,Dataset/synthetic_eye_dataset_train/img_47_transformed_0.png,1.0,0.0,-0.07421951268282956,0.0,1.0,0.16245580649714197,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_after_b2-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_48_original.png,Dataset/synthetic_eye_dataset_train/img_48_transformed_0.png,1.0,0.0,-0.1281990876023781,0.0,1.0,0.12646340536814576,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_before_b1-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_49_original.png,Dataset/synthetic_eye_dataset_train/img_49_transformed_0.png,1.0,0.0,-0.18216743362064852,0.0,1.0,-0.03438922747280207,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_after_b2_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_50_original.png,Dataset/synthetic_eye_dataset_train/img_50_transformed_0.png,1.0,0.0,-0.10490019670594948,0.0,1.0,0.01494854485810157,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_after_b3-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_51_original.png,Dataset/synthetic_eye_dataset_train/img_51_transformed_0.png,1.0,0.0,0.1867074596624032,0.0,1.0,-0.16474034275358707,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_before_b2_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_52_original.png,Dataset/synthetic_eye_dataset_train/img_52_transformed_0.png,1.0,0.0,0.08509575747624148,0.0,1.0,-0.0656751464004886,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_before_b3-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_53_original.png,Dataset/synthetic_eye_dataset_train/img_53_transformed_0.png,1.0,0.0,-0.03420045010582609,0.0,1.0,0.023828608909964993,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_after_b1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_54_original.png,Dataset/synthetic_eye_dataset_train/img_54_transformed_0.png,1.0,0.0,0.11042512065440291,0.0,1.0,-0.1340965295554451,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_after_b1-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_55_original.png,Dataset/synthetic_eye_dataset_train/img_55_transformed_0.png,1.0,0.0,0.04755461131860059,0.0,1.0,-0.09554675516332467,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_before_b1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_56_original.png,Dataset/synthetic_eye_dataset_train/img_56_transformed_0.png,1.0,0.0,0.025258925553081568,0.0,1.0,-0.11434975319121099,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_before_b2-1_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_57_original.png,Dataset/synthetic_eye_dataset_train/img_57_transformed_0.png,1.0,0.0,0.10851243830334556,0.0,1.0,-0.17564774076536305,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b2/3220394_20170303_after_b3_R_01.jpg
Dataset/synthetic_eye_dataset_train/img_58_original.png,Dataset/synthetic_eye_dataset_train/img_58_transformed_0.png,1.0,0.0,0.05562225768389595,0.0,1.0,-0.17018653115467833,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_before_b3.jpg
Dataset/synthetic_eye_dataset_train/img_59_original.png,Dataset/synthetic_eye_dataset_train/img_59_transformed_0.png,1.0,0.0,0.038450122955177385,0.0,1.0,0.09090053876930831,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_after_b2-1.jpg
Dataset/synthetic_eye_dataset_train/img_60_original.png,Dataset/synthetic_eye_dataset_train/img_60_transformed_0.png,1.0,0.0,-0.14602509815760203,0.0,1.0,-0.13615041320788018,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_before_b3-1.jpg
Dataset/synthetic_eye_dataset_train/img_61_original.png,Dataset/synthetic_eye_dataset_train/img_61_transformed_0.png,1.0,0.0,-0.028925714078133907,0.0,1.0,-0.03562509610566736,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_before_b1.jpg
Dataset/synthetic_eye_dataset_train/img_62_original.png,Dataset/synthetic_eye_dataset_train/img_62_transformed_0.png,1.0,0.0,-0.06970531330771676,0.0,1.0,-0.13401612685950448,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_before_b1-1.jpg
Dataset/synthetic_eye_dataset_train/img_63_original.png,Dataset/synthetic_eye_dataset_train/img_63_transformed_0.png,1.0,0.0,0.08058377588971333,0.0,1.0,-0.1696112764144614,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_after_b3-1.jpg
Dataset/synthetic_eye_dataset_train/img_64_original.png,Dataset/synthetic_eye_dataset_train/img_64_transformed_0.png,1.0,0.0,0.15289567106031005,0.0,1.0,-0.13778217513264246,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_before_b2.jpg
Dataset/synthetic_eye_dataset_train/img_65_original.png,Dataset/synthetic_eye_dataset_train/img_65_transformed_0.png,1.0,0.0,0.1901232980767355,0.0,1.0,-0.1419549207303056,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_after_b2.jpg
Dataset/synthetic_eye_dataset_train/img_66_original.png,Dataset/synthetic_eye_dataset_train/img_66_transformed_0.png,1.0,0.0,0.10989557599427163,0.0,1.0,0.06039121968931288,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_after_b3.jpg
Dataset/synthetic_eye_dataset_train/img_67_original.png,Dataset/synthetic_eye_dataset_train/img_67_transformed_0.png,1.0,0.0,-0.017959964347189578,0.0,1.0,0.06952692658029902,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_after_b1-1.jpg
Dataset/synthetic_eye_dataset_train/img_68_original.png,Dataset/synthetic_eye_dataset_train/img_68_transformed_0.png,1.0,0.0,0.1147625527969372,0.0,1.0,-0.16826236876165052,Dataset/Dataset-processed/03-03-2560/1790390-1R/b/1790390_20170303_after_b1.jpg
Dataset/synthetic_eye_dataset_train/img_69_original.png,Dataset/synthetic_eye_dataset_train/img_69_transformed_0.png,1.0,0.0,0.07111884721344308,0.0,1.0,-0.1854720450106441,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_before_c2-1.jpg
Dataset/synthetic_eye_dataset_train/img_70_original.png,Dataset/synthetic_eye_dataset_train/img_70_transformed_0.png,1.0,0.0,0.1683351912999418,0.0,1.0,-0.07502825782492617,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_after_c2-1.jpg
Dataset/synthetic_eye_dataset_train/img_71_original.png,Dataset/synthetic_eye_dataset_train/img_71_transformed_0.png,1.0,0.0,-0.12076201863085814,0.0,1.0,-0.1360520111820256,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_after_c1.jpg
Dataset/synthetic_eye_dataset_train/img_72_original.png,Dataset/synthetic_eye_dataset_train/img_72_transformed_0.png,1.0,0.0,0.11396196742656844,0.0,1.0,-0.1477459316672769,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_after_c2.jpg
Dataset/synthetic_eye_dataset_train/img_73_original.png,Dataset/synthetic_eye_dataset_train/img_73_transformed_0.png,1.0,0.0,0.019981779010658146,0.0,1.0,-0.05868728869933909,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_before_c3.jpg
Dataset/synthetic_eye_dataset_train/img_74_original.png,Dataset/synthetic_eye_dataset_train/img_74_transformed_0.png,1.0,0.0,0.08031065461466103,0.0,1.0,0.05785781764215897,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_before_c2.jpg
Dataset/synthetic_eye_dataset_train/img_75_original.png,Dataset/synthetic_eye_dataset_train/img_75_transformed_0.png,1.0,0.0,-0.03275521750694915,0.0,1.0,-0.1633343318532172,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_before_c1-1.jpg
Dataset/synthetic_eye_dataset_train/img_76_original.png,Dataset/synthetic_eye_dataset_train/img_76_transformed_0.png,1.0,0.0,0.021218037097411185,0.0,1.0,-0.06428681055157637,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_after_c3-1.jpg
Dataset/synthetic_eye_dataset_train/img_77_original.png,Dataset/synthetic_eye_dataset_train/img_77_transformed_0.png,1.0,0.0,-0.08355051261505181,0.0,1.0,0.17537593092924697,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_before_c1.jpg
Dataset/synthetic_eye_dataset_train/img_78_original.png,Dataset/synthetic_eye_dataset_train/img_78_transformed_0.png,1.0,0.0,-0.04190196554739187,0.0,1.0,0.07475771676477544,Dataset/Dataset-processed/03-03-2560/1790390-1R/c/1790390_20170303_after_c1-1.jpg
Dataset/synthetic_eye_dataset_train/img_79_original.png,Dataset/synthetic_eye_dataset_train/img_79_transformed_0.png,1.0,0.0,-0.08985381241192979,0.0,1.0,-0.10022557383017348,Dataset/Dataset-processed/03-03-2560/1387253-1R/b/1387253_20170303_after_b2.jpg
Dataset/synthetic_eye_dataset_train/img_80_original.png,Dataset/synthetic_eye_dataset_train/img_80_transformed_0.png,1.0,0.0,-0.17468248532315817,0.0,1.0,-0.01021276158994619,Dataset/Dataset-processed/03-03-2560/1387253-1R/b/1387253_20170303_before_b2-1.jpg
Dataset/synthetic_eye_dataset_train/img_81_original.png,Dataset/synthetic_eye_dataset_train/img_81_transformed_0.png,1.0,0.0,0.06934241839494376,0.0,1.0,-0.13522135639510396,Dataset/Dataset-processed/03-03-2560/1387253-1R/b/1387253_20170303_before_b2.jpg
Dataset/synthetic_eye_dataset_train/img_82_original.png,Dataset/synthetic_eye_dataset_train/img_82_transformed_0.png,1.0,0.0,0.0786439250770764,0.0,1.0,0.06631796541615148,Dataset/Dataset-processed/03-03-2560/1387253-1R/b/1387253_20170303_before_b1-1.jpg
Dataset/synthetic_eye_dataset_train/img_83_original.png,Dataset/synthetic_eye_dataset_train/img_83_transformed_0.png,1.0,0.0,0.04757903205463912,0.0,1.0,-0.06878449852363247,Dataset/Dataset-processed/03-03-2560/1387253-1R/b/1387253_20170303_before_b1.jpg
Dataset/synthetic_eye_dataset_train/img_84_original.png,Dataset/synthetic_eye_dataset_train/img_84_transformed_0.png,1.0,0.0,0.1900261204716276,0.0,1.0,-0.15986535947773728,Dataset/Dataset-processed/03-03-2560/1387253-1R/b/1387253_20170303_before_b3.jpg
Dataset/synthetic_eye_dataset_train/img_85_original.png,Dataset/synthetic_eye_dataset_train/img_85_transformed_0.png,1.0,0.0,0.18298197278028833,0.0,1.0,-0.06034361188102949,Dataset/Dataset-processed/03-03-2560/1387253-1R/b/1387253_20170303_before_b3-1.jpg
Dataset/synthetic_eye_dataset_train/img_86_original.png,Dataset/synthetic_eye_dataset_train/img_86_transformed_0.png,1.0,0.0,0.0825585015204024,0.0,1.0,-0.11484198413766161,Dataset/Dataset-processed/03-03-2560/1387253-1R/b/1387253_20170303_after_b1.jpg
Dataset/synthetic_eye_dataset_train/img_87_original.png,Dataset/synthetic_eye_dataset_train/img_87_transformed_0.png,1.0,0.0,0.09223514980752523,0.0,1.0,-0.19341929938947705,Dataset/Dataset-processed/03-03-2560/1387253-1R/c/1387253_20170303_before_c1.jpg
Dataset/synthetic_eye_dataset_train/img_88_original.png,Dataset/synthetic_eye_dataset_train/img_88_transformed_0.png,1.0,0.0,0.16448196192700232,0.0,1.0,0.037801168916716005,Dataset/Dataset-processed/03-03-2560/1387253-1R/c/1387253_20170303_before_c2-1.jpg
Dataset/synthetic_eye_dataset_train/img_89_original.png,Dataset/synthetic_eye_dataset_train/img_89_transformed_0.png,1.0,0.0,0.14683295934360102,0.0,1.0,0.013059298763998944,Dataset/Dataset-processed/03-03-2560/1387253-1R/c/1387253_20170303_before_c1-1.jpg
Dataset/synthetic_eye_dataset_train/img_90_original.png,Dataset/synthetic_eye_dataset_train/img_90_transformed_0.png,1.0,0.0,-0.19151745141185225,0.0,1.0,0.09251917564389223,Dataset/Dataset-processed/03-03-2560/1387253-1R/c/1387253_20170303_after_c1.jpg
Dataset/synthetic_eye_dataset_train/img_91_original.png,Dataset/synthetic_eye_dataset_train/img_91_transformed_0.png,1.0,0.0,-0.05637930279583503,0.0,1.0,-0.06628166672988384,Dataset/Dataset-processed/03-03-2560/1387253-1R/c/1387253_20170303_after_c2.jpg
Dataset/synthetic_eye_dataset_train/img_92_original.png,Dataset/synthetic_eye_dataset_train/img_92_transformed_0.png,1.0,0.0,-0.1830386444283688,0.0,1.0,-0.06191168598676641,Dataset/Dataset-processed/03-03-2560/1387253-1R/c/1387253_20170303_after_c3.jpg
Dataset/synthetic_eye_dataset_train/img_93_original.png,Dataset/synthetic_eye_dataset_train/img_93_transformed_0.png,1.0,0.0,-0.1960560387059596,0.0,1.0,-0.020530382541419506,Dataset/Dataset-processed/03-03-2560/1387253-1R/c/1387253_20170303_before_c3.jpg
Dataset/synthetic_eye_dataset_train/img_94_original.png,Dataset/synthetic_eye_dataset_train/img_94_transformed_0.png,1.0,0.0,-0.006038515747463169,0.0,1.0,0.16601637902694039,Dataset/Dataset-processed/03-03-2560/3786536-1RL/b1/3786536_20170303_before_b1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_95_original.png,Dataset/synthetic_eye_dataset_train/img_95_transformed_0.png,1.0,0.0,0.19390633787318562,0.0,1.0,0.0225529698340175,Dataset/Dataset-processed/03-03-2560/3786536-1RL/b1/3786536_20170303_before_b3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train/img_96_original.png,Dataset/synthetic_eye_dataset_train/img_96_transformed_0.png,1.0,0.0,0.0998780389953432,0.0,1.0,-0.15937899664572278,Dataset/Dataset-processed/03-03-2560/3786536-1RL/b1/3786536_20170303_before_b2-1_L_01.jpg
