source,target,M1,M2,M3,M4,M5,M6,SourceImage
Dataset/synthetic_eye_dataset_train_multiple/img_5_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_5_transformed_1.png,1.0652106930186114,-0.01973169769061947,-9.0,-0.01973169769061947,1.0652106930186114,-5.0,Dataset/Dataset-processed/15-12-2559/2011248/Rc/2011248_20161215__R_c2.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_6_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_6_transformed_0.png,1.026168139309104,-0.0486961443885784,-7.0,-0.0486961443885784,1.026168139309104,-14.0,Dataset/Dataset-processed/15-12-2559/2976988-16/b/2976988_20161216_b2.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_6_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_6_transformed_1.png,1.0801928357750403,-0.07752312194376851,5.0,-0.07752312194376851,1.0801928357750403,-4.0,Dataset/Dataset-processed/15-12-2559/2976988-16/b/2976988_20161216_b2.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_7_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_7_transformed_0.png,1.0863159053275857,0.036955429491610556,10.0,0.036955429491610556,1.0863159053275857,0.0,Dataset/Dataset-processed/15-12-2559/2976988-16/b/2976988_20161216_b1.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_7_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_7_transformed_1.png,1.0513753375138863,0.008584429936477404,13.0,0.008584429936477404,1.0513753375138863,9.0,Dataset/Dataset-processed/15-12-2559/2976988-16/b/2976988_20161216_b1.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_8_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_8_transformed_0.png,1.0161597625924679,-0.08056794186775747,9.0,-0.08056794186775747,1.0161597625924679,-16.0,Dataset/Dataset-processed/15-12-2559/2976988-16/c/2976988_20161216_c1.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_8_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_8_transformed_1.png,1.0633714428424887,0.036986745091862124,17.0,0.036986745091862124,1.0633714428424887,-11.0,Dataset/Dataset-processed/15-12-2559/2976988-16/c/2976988_20161216_c1.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_9_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_9_transformed_0.png,0.9961358598127688,0.025288550490124684,-12.0,0.025288550490124684,0.9961358598127688,-19.0,Dataset/Dataset-processed/15-12-2559/2976988-16/c/2976988_20161216_c2.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_9_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_9_transformed_1.png,1.0172599291633533,-0.04242185593711785,-19.0,-0.04242185593711785,1.0172599291633533,16.0,Dataset/Dataset-processed/15-12-2559/2976988-16/c/2976988_20161216_c2.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_10_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_10_transformed_0.png,1.0556590634211749,0.08015743347125594,-10.0,0.08015743347125594,1.0556590634211749,15.0,Dataset/Dataset-processed/15-12-2559/2976988-15/b/2976988_20161215_b1.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_10_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_10_transformed_1.png,1.0936489781858671,0.05561634069849541,-16.0,0.05561634069849541,1.0936489781858671,0.0,Dataset/Dataset-processed/15-12-2559/2976988-15/b/2976988_20161215_b1.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_11_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_11_transformed_0.png,1.0263398112488198,0.07914456636646988,0.0,0.07914456636646988,1.0263398112488198,6.0,Dataset/Dataset-processed/15-12-2559/2976988-15/b/2976988_20161215_b2.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_11_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_11_transformed_1.png,1.0224435900184534,-0.06893079064328506,8.0,-0.06893079064328506,1.0224435900184534,-7.0,Dataset/Dataset-processed/15-12-2559/2976988-15/b/2976988_20161215_b2.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_12_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_12_transformed_0.png,1.0130468806234276,0.028837950130926375,-6.0,0.028837950130926375,1.0130468806234276,-20.0,Dataset/Dataset-processed/15-12-2559/2976988-15/c/2976988_20161215_c1.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_12_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_12_transformed_1.png,1.0807494916408071,-0.060723839223516665,-10.0,-0.060723839223516665,1.0807494916408071,-10.0,Dataset/Dataset-processed/15-12-2559/2976988-15/c/2976988_20161215_c1.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_13_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_13_transformed_0.png,1.0563833073362494,0.07249474097126576,11.0,0.07249474097126576,1.0563833073362494,-2.0,Dataset/Dataset-processed/15-12-2559/2976988-15/c/2976988_20161215_c3.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_13_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_13_transformed_1.png,1.0460973165018497,0.0024630773519046926,10.0,0.0024630773519046926,1.0460973165018497,-14.0,Dataset/Dataset-processed/15-12-2559/2976988-15/c/2976988_20161215_c3.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_14_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_14_transformed_0.png,1.0585867753928415,-0.06975602573343793,12.0,-0.06975602573343793,1.0585867753928415,11.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b2_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_14_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_14_transformed_1.png,1.084496773295804,0.08593593842750628,-4.0,0.08593593842750628,1.084496773295804,-11.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b2_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_15_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_15_transformed_0.png,1.024491290776433,-0.05097504620424918,-12.0,-0.05097504620424918,1.024491290776433,-4.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_15_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_15_transformed_1.png,0.9887251805826454,0.0007428542627743365,15.0,0.0007428542627743365,0.9887251805826454,-19.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_16_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_16_transformed_0.png,1.0862522971340085,-0.061481704847332654,9.0,-0.061481704847332654,1.0862522971340085,1.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b2-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_16_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_16_transformed_1.png,1.0604419585557385,0.02146531620327177,11.0,0.02146531620327177,1.0604419585557385,8.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b2-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_17_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_17_transformed_0.png,1.0599301469228068,0.04659662976852447,-4.0,0.04659662976852447,1.0599301469228068,1.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b3_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_17_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_17_transformed_1.png,1.0306535427089418,-0.033315608711846564,12.0,-0.033315608711846564,1.0306535427089418,5.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b3_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_18_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_18_transformed_0.png,1.0334991396705777,-0.05044234166862558,-4.0,-0.05044234166862558,1.0334991396705777,-3.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_18_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_18_transformed_1.png,1.0346568616595155,-0.04034280359825863,-7.0,-0.04034280359825863,1.0346568616595155,-20.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_19_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_19_transformed_0.png,1.0106872519839267,0.038110651608733684,17.0,0.038110651608733684,1.0106872519839267,-5.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b3_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_19_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_19_transformed_1.png,1.0674788916118247,-0.030061799398723273,11.0,-0.030061799398723273,1.0674788916118247,19.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b3_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_20_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_20_transformed_0.png,1.0847386173762943,0.04493109107489656,0.0,0.04493109107489656,1.0847386173762943,-1.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_20_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_20_transformed_1.png,1.076536275346388,0.0046888203594856355,11.0,0.0046888203594856355,1.076536275346388,-15.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_21_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_21_transformed_0.png,1.0658400179037597,-0.04117872904198439,-11.0,-0.04117872904198439,1.0658400179037597,4.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_21_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_21_transformed_1.png,1.0141691248938831,-0.0495356193792329,-16.0,-0.0495356193792329,1.0141691248938831,1.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_before_b3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_22_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_22_transformed_0.png,0.9990603088597586,0.044445174510735555,6.0,0.044445174510735555,0.9990603088597586,11.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_22_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_22_transformed_1.png,1.0663730737362236,-0.009822656671815764,-14.0,-0.009822656671815764,1.0663730737362236,-10.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_23_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_23_transformed_0.png,1.0062362882143268,-0.013448241313249563,-4.0,-0.013448241313249563,1.0062362882143268,20.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b2_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_23_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_23_transformed_1.png,1.0337726687002409,-0.06244452985886877,-12.0,-0.06244452985886877,1.0337726687002409,-8.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b2_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_24_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_24_transformed_0.png,1.057385582470375,0.048907236633388994,0.0,0.048907236633388994,1.057385582470375,-20.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_24_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_24_transformed_1.png,1.080155437089985,0.07813784347839653,-1.0,0.07813784347839653,1.080155437089985,-3.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/b1/3220394_20170303_after_b1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_25_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_25_transformed_0.png,1.0666902320991705,0.044258376920609556,0.0,0.044258376920609556,1.0666902320991705,-5.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c2-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_25_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_25_transformed_1.png,1.0056017901360992,0.07579203458716584,-3.0,0.07579203458716584,1.0056017901360992,6.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c2-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_26_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_26_transformed_0.png,1.0557699409526309,-0.0823294524120769,-1.0,-0.0823294524120769,1.0557699409526309,-1.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c3-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_26_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_26_transformed_1.png,1.0043839834807435,0.0735873924383663,-13.0,0.0735873924383663,1.0043839834807435,7.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c3-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_27_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_27_transformed_0.png,1.011627842362857,0.024788348626191503,-1.0,0.024788348626191503,1.011627842362857,18.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c2_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_27_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_27_transformed_1.png,1.0719219129496003,0.025528930674542802,14.0,0.025528930674542802,1.0719219129496003,-2.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c2_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_28_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_28_transformed_0.png,1.0070252850104662,0.06902726666499481,16.0,0.06902726666499481,1.0070252850104662,-12.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c3_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_28_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_28_transformed_1.png,1.0248426097884369,0.06120861762280857,5.0,0.06120861762280857,1.0248426097884369,0.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c3_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_29_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_29_transformed_0.png,1.0490540752658066,-0.06794342743890366,20.0,-0.06794342743890366,1.0490540752658066,-13.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_29_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_29_transformed_1.png,1.084379663186497,0.061167942644955106,0.0,0.061167942644955106,1.084379663186497,13.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_30_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_30_transformed_0.png,1.0086210726566,-0.04627151928373367,0.0,-0.04627151928373367,1.0086210726566,19.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c3-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_30_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_30_transformed_1.png,1.0164797279025422,-0.08666387892899322,8.0,-0.08666387892899322,1.0164797279025422,19.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c3-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_31_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_31_transformed_0.png,1.0443803301374879,-0.024862048680637735,15.0,-0.024862048680637735,1.0443803301374879,-13.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c1-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_31_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_31_transformed_1.png,1.0082617227471218,0.06361844337419095,-13.0,0.06361844337419095,1.0082617227471218,4.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c1-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_32_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_32_transformed_0.png,1.0805828718874881,-0.07315688069560781,10.0,-0.07315688069560781,1.0805828718874881,-1.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c3_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_32_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_32_transformed_1.png,1.0567296265130173,0.042894126559812326,-3.0,0.042894126559812326,1.0567296265130173,-12.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c3_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_33_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_33_transformed_0.png,1.076072468944795,-0.08419524081842705,0.0,-0.08419524081842705,1.076072468944795,-13.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c1-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_33_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_33_transformed_1.png,1.084493048038811,-0.04110222155287178,-13.0,-0.04110222155287178,1.084493048038811,-8.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c1-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_34_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_34_transformed_0.png,1.0747846240986945,0.0484913744732136,-18.0,0.0484913744732136,1.0747846240986945,9.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c2_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_34_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_34_transformed_1.png,1.062176928847292,0.034152036195987154,5.0,0.034152036195987154,1.062176928847292,-20.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_after_c2_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_35_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_35_transformed_0.png,0.9894389929220536,0.08735750199268293,10.0,0.08735750199268293,0.9894389929220536,13.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c2-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_35_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_35_transformed_1.png,1.00272531506804,0.005398134126751119,-8.0,0.005398134126751119,1.00272531506804,-9.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c2/3220394_20170303_before_c2-1_R_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_36_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_36_transformed_0.png,1.087842022826512,0.007555012066717188,5.0,0.007555012066717188,1.087842022826512,19.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c2_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_36_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_36_transformed_1.png,1.041083531820202,-0.07150624853900032,-2.0,-0.07150624853900032,1.041083531820202,9.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c2_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_37_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_37_transformed_0.png,0.9877416413312009,-0.020844041258913946,-15.0,-0.020844041258913946,0.9877416413312009,12.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_37_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_37_transformed_1.png,1.043985619568837,-0.04928914579902274,-20.0,-0.04928914579902274,1.043985619568837,3.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c1-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_38_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_38_transformed_0.png,1.0101279183813727,0.026165803579308748,-6.0,0.026165803579308748,1.0101279183813727,8.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c3_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_38_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_38_transformed_1.png,1.071720069518432,0.051375530882593334,-18.0,0.051375530882593334,1.071720069518432,13.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c3_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_39_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_39_transformed_0.png,1.057703391592125,-0.05551871733923632,-5.0,-0.05551871733923632,1.057703391592125,18.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c2_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_39_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_39_transformed_1.png,1.007438780750266,0.05411651006088943,-5.0,0.05411651006088943,1.007438780750266,-18.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c2_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_40_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_40_transformed_0.png,1.0646348151063356,0.011373585578476245,15.0,0.011373585578476245,1.0646348151063356,4.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c2-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_40_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_40_transformed_1.png,1.064144130966885,-0.04392748094894131,-18.0,-0.04392748094894131,1.064144130966885,-7.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c2-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_41_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_41_transformed_0.png,1.0985969433989935,0.003467551706666692,-1.0,0.003467551706666692,1.0985969433989935,0.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c3_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_41_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_41_transformed_1.png,0.9944055294194882,0.08021290240242777,10.0,0.08021290240242777,0.9944055294194882,7.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_before_c3_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_42_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_42_transformed_0.png,1.083119787885476,-0.028987968155065012,16.0,-0.028987968155065012,1.083119787885476,16.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c3-1_L_01.jpg
Dataset/synthetic_eye_dataset_train_multiple/img_42_original.png,Dataset/synthetic_eye_dataset_train_multiple/img_42_transformed_1.png,1.0017926893725924,-0.08442005356633045,-5.0,-0.08442005356633045,1.0017926893725924,-10.0,Dataset/Dataset-processed/03-03-2560/3220394-1RL/c1/3220394_20170303_after_c3-1_L_01.jpg
